mu_0,mu_1,mu_2,mu_3,mu_4
17.756893590953805,1.755447407007107,0.4378336162350985,0.6916636819712099,0.9866992248568022
15.665823331777657,1.5037752573945429,0.252884529544225,0.6913689881464128,1.1874500449673338
18.061191107248842,1.3495061581844139,0.2737548447591981,0.6951057242678317,1.1584839362737043
16.544967488455562,0.14116414518369802,0.8074644357418128,0.6972171037122497,1.3652966423624637
18.133463214055396,2.1762911941981065,0.4145665717367222,0.7011243430150191,1.0312069574782878
17.66708464070242,0.8212807899685229,0.41077109129160466,0.6971173163401835,1.1794113818479393
18.803224157524262,1.0328062655648296,0.6627927940629833,0.6908707791612613,1.2281050173664474
18.05194970404711,0.2879110067329216,0.5030233982399797,0.6926967083628979,1.0548430291119741
17.121668353880537,0.4561274434150603,0.817084694527182,0.6981763475939426,1.4030034654770218
17.11479820929092,0.6586661610087797,0.4608923606764918,0.7002393182544393,1.0886708158731802
17.060840371265233,0.6429858740334901,0.5142581748949249,0.6925083739894567,1.2917543059102372
16.842303716240504,1.127721972165225,0.48790209008853264,0.6879300693884342,1.267170525019606
17.898548590744127,0.1299181884079378,0.6840118411489214,0.7042148106659695,1.2812587638604993
19.157182975423268,0.26672242187977047,0.6792279353679094,0.7013448832646354,1.385263872551316
15.98641858554708,0.4590445297026988,0.5842683652259747,0.6975232118243884,1.3404466035241533
17.320450906335594,0.3812358149643976,0.6429373453509588,0.7094348520852681,1.2833055313016049
17.527673711520716,0.19675643921797198,0.6401469143564615,0.683658751419558,1.1936457101876703
16.306118342010382,0.8399625145994859,0.5690526431811457,0.6943625314615087,1.2583389715711126
16.99283200950034,0.6788710707374257,0.482372163553546,0.6931255438007176,1.2352818311893288
16.764996521291373,1.1894923182170456,0.43291888504980214,0.6937315987199936,1.13707111003953
17.410174894095075,1.0430236750749322,0.37984768112054335,0.6978433061010098,1.0788221870788781
16.93013155226417,2.0332919036666097,0.45799504927430507,0.6851489277271441,1.2022210063759995
17.106620399646626,1.785789183050154,0.43791293354365857,0.6870959003375949,1.1781560351772211
16.9506304474416,0.2546024914257764,0.813077756044069,0.7037497763280728,1.2958358945010395
17.905105413991247,1.0302062237490481,0.47093227017576117,0.6905097354297712,1.2661432087157263
18.68853567336657,1.52830268113207,0.44979118167522963,0.70820575478389,1.371595731414898
17.358696364349203,1.3671716495437463,0.4083106054625342,0.7117409113918474,1.2934803750459642
17.196480574981653,0.097420010450785,0.7252611169427767,0.6837779591037136,1.2265618139266543
16.719011475098263,0.1367081619414462,0.6154100790938483,0.6959058202597008,1.265496499766139
